Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City C,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
33,M,High School,Widowed,33746,671,34995,Home,Employed,6,Fair,0.29508314,292460,2,timothyhaven,Timothyhaven,AK,British Indian Ocean Territory (Chagos Archipelago),2,1,Medium
39,F,PhD,Married,108598,759,14350,Business,Employed,1,Poor,0.366882213,236433,1,williamsmouth,Williamsmouth,NV,Netherlands,2,0,High
57,M,High School,Married,,791,13168,Auto,Employed,17,Excellent,0.547672067,191029,4,tylerfort,Tylerfort,PA,Saint Martin,2,1,Low
22,M,High School,Married,90908,654,36300,Auto,Employed,14,Poor,0.131437878,59977,0,north jeffreymouth,North Jeffreymouth,PW,Bahamas,0,2,Medium
68,Non-binary,Master's,Divorced,33570,678,9409,Business,Employed,17,Poor,0.308835872,281623,1,port jenniferstad,Port Jenniferstad,NM,El Salvador,2,1,Medium
30,F,Master's,Widowed,47940,780,27408,Home,Unemployed,3,Fair,0.287111671,251133,4,port lisa,Port Lisa,MN,Saint Helena,4,2,Medium
57,F,Master's,Divorced,,769,5895,Personal,Self-employed,16,Good,0.599247438,54206,,brendaview,Brendaview,PW,Azerbaijan,1,1,High
50,Non-binary,High School,Married,105151,766,33842,Business,Self-employed,14,Poor,0.523853778,224759,0,dawntown,Dawntown,PR,Jersey,0,2,Medium
23,F,PhD,Widowed,115802,641,25028,Auto,Unemployed,3,Fair,0.547741378,96075,1,west ginaton,West Ginaton,TN,Palau,0,2,High
22,F,Master's,Single,91148,647,12284,Auto,Self-employed,17,Poor,0.576578683,73869,4,ortegahaven,Ortegahaven,SD,Anguilla,4,2,Medium
25,M,PhD,Married,41676,730,9481,Business,Unemployed,8,Fair,0.467038236,253049,1,shirleyport,Shirleyport,OR,Germany,0,2,Low
29,F,PhD,Single,104683,634,36962,Business,Self-employed,10,Good,0.571019014,197326,2,coryshire,Coryshire,CT,Albania,3,1,Medium
25,F,High School,Married,118267,742,10133,Business,Self-employed,16,Good,0.378101743,153018,2,lake valerie,Lake Valerie,PR,Andorra,3,2,High
55,Non-binary,High School,Widowed,65167,747,21978,Personal,Self-employed,3,Good,0.437294884,102236,3,port mitchellstad,Port Mitchellstad,VA,Nicaragua,0,2,Low
46,Non-binary,PhD,Single,25037,635,16593,Business,Employed,17,Excellent,0.455983551,279984,2,huffmanton,Huffmanton,SD,Bouvet Island (Bouvetoya),0,1,Low
35,F,High School,Divorced,30691,634,44656,Auto,Unemployed,3,Poor,0.331782218,279006,1,matthewborough,Matthewborough,NE,Ecuador,3,0,Low
64,Non-binary,Bachelor's,Divorced,57525,689,41918,Personal,Employed,18,Fair,0.10047928,141507,0,jameston,Jameston,MN,Malawi,2,2,High
35,M,Bachelor's,Single,33601,749,12443,Personal,Employed,2,Poor,0.409051774,22645,4,north eric,North Eric,MD,Togo,0,0,Low
58,M,Bachelor's,Divorced,,651,40663,Home,Unemployed,3,Good,0.166561123,148075,3,port jessica,Port Jessica,PR,Slovenia,1,1,High
59,M,Bachelor's,Widowed,37426,775,43763,Auto,Employed,4,Good,0.557398293,59775,0,west savannahland,West Savannahland,OH,Qatar,0,2,Low
38,M,Master's,Single,62721,631,48001,Personal,Unemployed,5,Excellent,0.546581571,291989,2,east scott,East Scott,DE,Sudan,4,1,Low
64,M,PhD,Divorced,,756,25118,Business,Self-employed,9,Excellent,0.253803348,272239,3,matthewberg,Matthewberg,AL,Papua New Guinea,1,1,Medium
24,F,Bachelor's,Widowed,,717,48484,Business,Self-employed,6,Good,0.172695047,295620,4,west feliciafort,West Feliciafort,DE,Albania,4,1,Low
34,Non-binary,High School,Single,,621,46379,Personal,Unemployed,7,Fair,0.490040834,116969,,beverlyport,Beverlyport,IL,Botswana,0,1,Medium
56,F,Bachelor's,Married,55983,631,44318,Personal,Unemployed,19,Excellent,0.292390151,141674,4,thomastown,Thomastown,AS,Cote d'Ivoire,4,0,Low
42,M,Master's,Widowed,30707,666,21315,Home,Self-employed,1,Fair,0.165876715,261256,0,jessicafort,Jessicafort,VA,Estonia,3,1,Low
44,F,High School,Single,57677,648,5580,Home,Employed,0,Poor,0.503529644,162346,4,south veronicabury,South Veronicabury,FL,Kazakhstan,2,0,Low
50,Non-binary,PhD,Single,75839,664,10642,Auto,Self-employed,1,Good,0.259295848,183112,0,west williamburgh,West Williamburgh,RI,French Guiana,4,0,Low
48,M,High School,Married,,731,6479,Auto,Employed,8,Fair,0.235293602,225279,4,west kristinshire,West Kristinshire,MI,Trinidad and Tobago,4,1,Medium
53,Non-binary,Bachelor's,Widowed,113803,644,36037,Personal,Employed,8,Good,0.367153504,37935,,west jacobhaven,West Jacobhaven,WI,Nepal,4,1,Medium
23,F,PhD,Widowed,111164,758,12236,Auto,Self-employed,19,Excellent,0.379046132,41019,,morganstad,Morganstad,OH,Tanzania,0,2,High
18,Non-binary,Master's,Divorced,27691,700,33906,Home,Employed,13,Poor,0.540500083,72061,,sarahfurt,Sarahfurt,CO,Yemen,1,2,Medium
58,F,Master's,Divorced,58622,617,32139,Home,Self-employed,4,Fair,0.131894358,223220,0,deborahchester,Deborahchester,ME,Malawi,0,1,Low
69,Non-binary,PhD,Divorced,59242,782,44752,Auto,Self-employed,5,Excellent,0.499531774,21925,3,port monica,Port Monica,ND,Bangladesh,4,2,Low
65,F,High School,Divorced,47678,748,8672,Personal,Self-employed,15,Good,0.377887661,148753,2,gonzalezberg,Gonzalezberg,DE,Senegal,3,0,Low
67,M,Bachelor's,Widowed,92981,723,29427,Auto,Employed,13,Fair,0.108505558,113940,2,new gregory,New Gregory,NJ,Eritrea,0,0,Medium
25,Non-binary,PhD,Married,30965,665,43125,Home,Self-employed,5,Good,0.438626262,281792,4,port lindsay,Port Lindsay,SC,Nauru,4,0,Low
32,Non-binary,Bachelor's,Married,40785,682,36924,Home,Unemployed,1,Excellent,0.379145164,159731,,port jeffrey,Port Jeffrey,KY,Greenland,3,2,Low
65,M,High School,Single,80539,632,37879,Business,Self-employed,11,Poor,0.252392049,259661,1,floreschester,Floreschester,TN,Aruba,3,1,Medium
48,F,High School,Widowed,60324,729,17505,Home,Unemployed,7,Excellent,0.140752836,206282,0,lake james,Lake James,KY,New Caledonia,0,2,High
22,Non-binary,Bachelor's,Single,95857,658,6774,Business,Employed,9,Poor,0.278956901,125841,1,north ravenside,North Ravenside,GU,Kuwait,1,0,Low
48,F,High School,Single,,605,26777,Home,Self-employed,4,Fair,0.545039207,118097,,south matthewstad,South Matthewstad,PR,Venezuela,1,0,Low
65,M,High School,Single,93757,608,25931,Business,Employed,7,Good,0.521280027,159889,0,north kimberlychester,North Kimberlychester,CT,Gambia,4,0,Low
60,Non-binary,High School,Widowed,32679,767,10823,Personal,Self-employed,6,Excellent,0.499600349,99330,0,cruzfort,Cruzfort,AR,Syrian Arab Republic,3,1,Medium
62,F,Master's,Married,52784,605,37284,Auto,Self-employed,3,Excellent,0.427597162,217121,0,east lukebury,East Lukebury,PR,Bermuda,4,0,Medium
51,F,PhD,Married,74476,637,9814,Business,Self-employed,12,Fair,0.320790762,243662,,guzmanchester,Guzmanchester,TN,Armenia,1,2,Medium
57,M,High School,Married,21461,630,9730,Auto,Unemployed,12,Excellent,0.587550322,147630,,dukeside,Dukeside,VI,Guyana,0,1,Low
31,M,Master's,Divorced,107189,605,32427,Home,Self-employed,15,Fair,0.595393019,125402,0,east christinaport,East Christinaport,WA,Guinea-Bissau,2,1,High
25,M,Bachelor's,Married,80483,796,24203,Personal,Self-employed,6,Poor,0.262682172,278336,4,east crystaltown,East Crystaltown,MP,Moldova,0,2,Low
65,F,High School,Widowed,77300,689,46088,Business,Unemployed,5,Good,0.295455782,268593,0,jillborough,Jillborough,IL,Georgia,0,1,High
45,M,PhD,Widowed,21573,736,48995,Home,Self-employed,3,Poor,0.273964616,104049,,austinland,Austinland,FM,Tokelau,0,0,Medium
52,F,Master's,Divorced,22977,701,33836,Personal,Unemployed,6,Fair,0.361416697,85719,2,roachside,Roachside,NV,Rwanda,0,2,Low
23,F,PhD,Widowed,39897,764,22608,Auto,Employed,15,Excellent,0.581228131,195177,3,port kelly,Port Kelly,TX,Cambodia,1,1,Low
50,Non-binary,Master's,Married,92836,673,46620,Home,Employed,5,Poor,0.561392309,251569,4,mariaville,Mariaville,PA,Norfolk Island,3,2,High
43,M,Master's,Single,58787,646,31086,Auto,Employed,10,Excellent,0.43254124,31036,0,williamstown,Williamstown,MH,Papua New Guinea,3,2,Medium
38,Non-binary,Bachelor's,Divorced,,761,24866,Auto,Employed,18,Excellent,0.451863412,110839,0,north william,North William,WV,United Kingdom,3,0,Low
21,F,Bachelor's,Married,91713,634,22926,Home,Employed,0,Good,0.487433753,267473,0,charleschester,Charleschester,TX,Thailand,0,0,Low
39,M,Bachelor's,Married,25446,772,20674,Business,Unemployed,0,Fair,0.188650959,90685,1,hallfurt,Hallfurt,PW,Suriname,3,0,Low
32,Non-binary,PhD,Divorced,21705,768,23232,Home,Employed,3,Fair,0.44598451,200972,3,north erica,North Erica,CO,Serbia,0,2,High
51,M,Master's,Married,25839,631,19454,Auto,Employed,7,Poor,0.114370167,160156,3,nicolebury,Nicolebury,OK,Myanmar,2,0,Low
38,Non-binary,High School,Widowed,106496,771,8612,Auto,Employed,12,Good,0.30010152,41264,2,rogersmouth,Rogersmouth,OK,Oman,2,1,Low
50,Non-binary,PhD,Married,,637,33821,Business,Employed,16,Fair,0.101093398,122511,1,millerbury,Millerbury,AK,Bermuda,4,1,Low
56,Non-binary,PhD,Widowed,93885,761,31810,Personal,Unemployed,4,Fair,0.592502577,218768,3,port michaelport,Port Michaelport,TN,Oman,3,2,Low
62,M,PhD,Single,,680,15442,Auto,Unemployed,8,Poor,0.494106355,44425,3,curtisborough,Curtisborough,PR,Jordan,2,2,Low
67,F,Master's,Married,59978,709,9222,Auto,Unemployed,1,Poor,0.215381579,191011,2,kyleland,Kyleland,OH,Philippines,2,0,Low
40,Non-binary,Bachelor's,Widowed,,711,9980,Personal,Employed,17,Fair,0.383784743,131606,,laraland,Laraland,NE,Western Sahara,4,2,Medium
54,M,Bachelor's,Married,100972,718,24493,Personal,Self-employed,18,Good,0.54623133,35575,,east kevin,East Kevin,WY,Cameroon,1,0,Low
19,M,Master's,Widowed,,761,42473,Personal,Self-employed,14,Good,0.56997643,62219,4,pricefurt,Pricefurt,NJ,Chad,4,2,Medium
46,M,Master's,Single,77055,735,45907,Personal,Self-employed,4,Good,0.314941487,241939,0,riceshire,Riceshire,MD,Bhutan,3,1,Low
58,Non-binary,Master's,Divorced,43082,729,29256,Auto,Employed,5,Fair,0.313460402,59970,4,sarahport,Sarahport,PW,Switzerland,3,1,Medium
39,M,Master's,Widowed,30246,764,6493,Home,Employed,1,Good,0.24886013,27380,3,port nicholas,Port Nicholas,VA,Dominican Republic,2,2,Low
50,Non-binary,PhD,Widowed,31338,753,45245,Auto,Self-employed,4,Good,0.252169746,242829,0,taylorbury,Taylorbury,ND,United States of America,0,0,Medium
60,Non-binary,High School,Divorced,20969,623,6124,Personal,Employed,9,Good,0.329092764,34172,4,port tina,Port Tina,SC,Italy,2,0,Medium
57,M,Master's,Single,76078,661,28953,Auto,Self-employed,15,Excellent,0.209651358,214813,1,sylviafurt,Sylviafurt,OK,Cuba,2,1,Low
30,M,Master's,Divorced,29623,631,13143,Business,Unemployed,2,Poor,0.157579658,107045,1,rosshaven,Rosshaven,NH,Serbia,2,1,Low
58,Non-binary,Master's,Single,,640,36088,Home,Self-employed,15,Good,0.577539621,253157,4,south jason,South Jason,NC,Vanuatu,2,2,Low
56,M,High School,Divorced,67411,691,44880,Personal,Employed,0,Poor,0.380644211,225610,3,north alyssafort,North Alyssafort,CO,Senegal,1,0,Low
60,Non-binary,Master's,Single,53069,610,8894,Personal,Self-employed,4,Poor,0.133832503,198807,0,south kelly,South Kelly,WA,Saint Lucia,2,0,Low
51,Non-binary,Master's,Married,95396,694,22330,Personal,Self-employed,18,Poor,0.265337265,196118,0,new elizabethmouth,New Elizabethmouth,MP,Gabon,0,0,Low
51,M,Bachelor's,Widowed,99566,776,24904,Personal,Self-employed,13,Good,0.555409478,278838,0,amandaville,Amandaville,MT,Dominican Republic,0,0,Low
65,Non-binary,High School,Single,40828,686,23119,Business,Unemployed,1,Fair,0.108477069,144001,1,port lonnie,Port Lonnie,KS,Wallis and Futuna,3,2,Medium
67,Non-binary,Master's,Married,95837,724,13756,Personal,Self-employed,18,Fair,0.363292187,164350,,tracytown,Tracytown,NH,Portugal,3,1,Medium
46,M,Bachelor's,Widowed,57710,709,28488,Auto,Unemployed,17,Excellent,0.484111012,158583,3,east jacquelineville,East Jacquelineville,IA,Solomon Islands,2,0,Low
50,F,Master's,Married,91192,705,33844,Home,Unemployed,16,Fair,0.260139775,30397,0,ginachester,Ginachester,OH,Grenada,1,0,Medium
33,Non-binary,High School,Married,71599,773,20638,Auto,Self-employed,3,Fair,0.141423586,127854,3,nancyfort,Nancyfort,MD,Macao,2,1,Medium
60,M,Master's,Divorced,,799,48575,Auto,Self-employed,2,Poor,0.173236884,28235,3,spencerview,Spencerview,MS,Denmark,3,2,High
56,M,Bachelor's,Single,106127,642,6626,Business,Self-employed,5,Good,0.159650362,184753,1,west sandy,West Sandy,AK,South Georgia and the South Sandwich Islands,2,0,Medium
66,Non-binary,High School,Married,71843,610,33671,Home,Self-employed,0,Fair,0.363272787,88386,4,east jasmine,East Jasmine,IA,Namibia,0,0,Low
51,M,Bachelor's,Widowed,99324,640,14110,Personal,Unemployed,8,Good,0.183147825,296339,,new kathleen,New Kathleen,UT,New Caledonia,3,0,Low
65,Non-binary,Bachelor's,Married,,702,13568,Business,Self-employed,2,Poor,0.110662858,146426,2,port dana,Port Dana,ND,North Macedonia,2,2,Low
63,F,High School,Married,77849,709,35038,Home,Unemployed,14,Poor,0.188878652,94886,,lake adamport,Lake Adamport,MN,Norway,0,2,Low
47,F,High School,Single,,794,19646,Personal,Employed,16,Fair,0.458956214,189744,1,south scottland,South Scottland,VA,Switzerland,2,0,High
47,F,Bachelor's,Divorced,27855,714,22924,Auto,Employed,18,Excellent,0.561102418,245570,0,rubenchester,Rubenchester,TX,Brazil,1,1,Medium
25,F,Bachelor's,Single,62591,703,37315,Business,Employed,19,Poor,0.403579365,267696,1,frazierton,Frazierton,LA,Guyana,3,0,Medium
31,Non-binary,Master's,Married,22693,618,48819,Auto,Unemployed,18,Poor,0.545320705,61380,1,christinafurt,Christinafurt,TX,Armenia,2,0,Low
59,Non-binary,Master's,Married,88095,636,49173,Auto,Unemployed,1,Good,0.450511325,274870,4,manningshire,Manningshire,WV,Burundi,3,1,High
55,Non-binary,High School,Married,44883,740,28486,Home,Unemployed,10,Excellent,0.386810671,165329,0,west desireeton,West Desireeton,NV,Kenya,2,0,Low
22,Non-binary,Master's,Divorced,58278,708,26441,Personal,Self-employed,6,Poor,0.15281987,178004,2,bobbymouth,Bobbymouth,PW,Cayman Islands,4,2,Low
19,M,PhD,Divorced,33796,757,21151,Personal,Self-employed,14,Excellent,0.439751053,102702,,anthonyfurt,Anthonyfurt,ID,Bouvet Island (Bouvetoya),2,2,Low
19,M,High School,Widowed,51644,688,27502,Business,Self-employed,18,Excellent,0.527610956,123927,,kevinhaven,Kevinhaven,NV,Lao People's Democratic Republic,0,1,Low
69,Non-binary,Bachelor's,Divorced,87680,684,46103,Business,Self-employed,4,Poor,0.456063677,79483,0,haleyburgh,Haleyburgh,OK,Sao Tome and Principe,4,2,Low
20,M,High School,Divorced,119134,719,17765,Business,Unemployed,0,Fair,0.144759468,260164,4,west tylerton,West Tylerton,AK,Austria,0,1,Medium
67,Non-binary,PhD,Married,,664,46379,Personal,Employed,19,Poor,0.546952195,106794,3,new kimberly,New Kimberly,KS,Bhutan,0,1,Medium
39,Non-binary,Master's,Married,67405,744,5440,Auto,Self-employed,2,Excellent,0.327719046,247547,4,lisaview,Lisaview,OR,Gabon,0,2,Medium
38,Non-binary,Bachelor's,Widowed,103388,773,32832,Auto,Self-employed,5,Good,0.382744808,293058,,east rebecca,East Rebecca,AR,Madagascar,4,1,Low
59,M,Bachelor's,Married,,798,37154,Auto,Unemployed,11,Excellent,0.575254602,84299,,port deanna,Port Deanna,MP,Haiti,2,2,Medium
20,M,Master's,Married,21320,689,17350,Personal,Self-employed,16,Poor,0.209221886,280603,3,jordanton,Jordanton,PR,Liberia,4,0,Low
37,Non-binary,PhD,Widowed,91632,635,26420,Personal,Self-employed,2,Poor,0.338859824,292807,4,chadton,Chadton,NE,Ukraine,0,0,Medium
39,Non-binary,High School,Married,116447,625,40013,Home,Self-employed,8,Poor,0.40592253,96128,,west danielle,West Danielle,PA,Niue,2,0,Low
30,F,High School,Single,,612,18421,Personal,Unemployed,13,Poor,0.53286431,191765,0,south katherine,South Katherine,PR,Slovenia,4,1,Low
20,M,Bachelor's,Divorced,41910,755,24166,Auto,Self-employed,11,Good,0.507677596,37827,,richardsonstad,Richardsonstad,ME,Luxembourg,3,0,Medium
45,F,PhD,Widowed,104764,725,25357,Home,Unemployed,1,Good,0.14939883,100787,1,west samanthaport,West Samanthaport,MO,Bhutan,3,0,Medium
24,Non-binary,PhD,Widowed,77235,745,21561,Personal,Employed,13,Poor,0.478724007,231415,4,michaelberg,Michaelberg,OR,France,2,2,Medium
25,F,Bachelor's,Divorced,,702,21585,Personal,Unemployed,15,Fair,0.224850257,84415,2,new kelly,New Kelly,AK,Ethiopia,2,2,Low
68,M,PhD,Divorced,39693,790,30117,Auto,Unemployed,3,Poor,0.213608287,20199,3,port joshuaville,Port Joshuaville,PW,Kazakhstan,1,0,Low
51,F,Master's,Divorced,117204,798,6753,Business,Self-employed,14,Poor,0.559960109,197306,1,east robertshire,East Robertshire,CO,United Kingdom,0,2,Low
51,Non-binary,High School,Single,110426,627,5787,Home,Self-employed,5,Excellent,0.543621555,216555,1,north michael,North Michael,MH,Saint Martin,0,0,Low
42,Non-binary,PhD,Divorced,88230,791,12587,Personal,Self-employed,14,Fair,0.264790831,148574,3,north bailey,North Bailey,KS,Latvia,4,0,High
49,F,Bachelor's,Widowed,42735,693,35460,Business,Employed,9,Poor,0.24940991,222338,3,vanessaport,Vanessaport,NE,Armenia,0,0,Medium
42,M,PhD,Single,62710,751,27718,Personal,Employed,14,Poor,0.14427349,262097,,carlyland,Carlyland,MN,Kuwait,2,2,Medium
21,M,Bachelor's,Married,103227,727,5857,Personal,Self-employed,15,Fair,0.560123247,265503,4,north maureenside,North Maureenside,NJ,American Samoa,2,2,Medium
51,M,PhD,Divorced,35455,689,11244,Home,Employed,6,Excellent,0.434916509,53889,0,south david,South David,IA,Lao People's Democratic Republic,3,1,Medium
29,M,Bachelor's,Married,102782,676,22451,Home,Employed,8,Excellent,0.162537819,290438,3,new jamesburgh,New Jamesburgh,HI,Malawi,1,2,High
39,M,High School,Single,43574,610,32520,Business,Unemployed,19,Good,0.335287297,96780,0,new ashleyshire,New Ashleyshire,UT,Albania,3,2,Low
36,Non-binary,Master's,Divorced,65819,688,39769,Auto,Unemployed,16,Good,0.456486628,195955,1,hubbardview,Hubbardview,FL,Peru,4,1,Medium
25,M,Bachelor's,Single,55162,639,25592,Business,Unemployed,7,Good,0.211350815,137826,4,port brian,Port Brian,AR,Benin,2,2,Low
28,Non-binary,High School,Single,54678,661,13142,Personal,Self-employed,16,Excellent,0.56618597,148254,1,hallhaven,Hallhaven,VI,Libyan Arab Jamahiriya,0,2,Low
20,M,PhD,Married,,781,30944,Home,Self-employed,3,Excellent,0.289567181,41193,1,west dianaburgh,West Dianaburgh,SD,Bolivia,4,0,Low
43,M,PhD,Married,,661,39755,Personal,Employed,4,Poor,0.362276696,78803,2,savageburgh,Savageburgh,FL,Puerto Rico,3,2,Low
27,Non-binary,PhD,Widowed,29711,635,48326,Business,Unemployed,9,Poor,0.502724213,223217,,east cindy,East Cindy,NJ,Isle of Man,2,1,Low
34,F,PhD,Divorced,,688,25907,Home,Employed,1,Poor,0.312212804,39322,4,kristaview,Kristaview,WA,Saint Kitts and Nevis,2,1,Low
61,Non-binary,Bachelor's,Widowed,62589,652,21176,Home,Self-employed,6,Poor,0.273187555,291151,0,port chrisshire,Port Chrisshire,WY,Seychelles,4,2,Low
41,M,PhD,Widowed,36972,727,16044,Home,Unemployed,1,Poor,0.382330027,105329,3,hancockbury,Hancockbury,MD,Uruguay,2,2,Medium
58,F,PhD,Single,108116,686,11567,Business,Employed,7,Fair,0.324100082,76928,4,turnerberg,Turnerberg,CA,Benin,3,1,Low
45,F,Master's,Widowed,22631,650,5987,Business,Unemployed,11,Poor,0.129818432,171255,4,loganmouth,Loganmouth,PA,Sao Tome and Principe,3,0,Low
44,F,High School,Married,94374,734,17225,Personal,Employed,9,Good,0.111231035,262453,1,jenkinshaven,Jenkinshaven,DC,British Indian Ocean Territory (Chagos Archipelago),0,2,Medium
40,Non-binary,Bachelor's,Single,69744,771,23470,Personal,Unemployed,4,Good,0.463810185,39976,0,millerview,Millerview,AR,Somalia,0,1,Low
61,F,Master's,Widowed,117222,663,8462,Business,Employed,5,Excellent,0.195929801,206767,2,lake anna,Lake Anna,VI,Sierra Leone,3,1,Medium
26,F,Master's,Married,25351,703,35886,Home,Unemployed,2,Fair,0.487288116,96192,2,sharonfort,Sharonfort,AK,Guernsey,1,0,Medium
29,F,PhD,Divorced,84555,735,40341,Personal,Employed,18,Excellent,0.55771297,49334,1,hessstad,Hessstad,VI,Bahrain,0,0,Low
41,F,High School,Single,,682,34872,Home,Unemployed,2,Poor,0.241012532,58494,2,marcton,Marcton,AR,Taiwan,1,0,Low
25,Non-binary,Bachelor's,Single,66840,712,45817,Home,Employed,5,Excellent,0.211784309,70792,1,justinport,Justinport,NJ,Turkmenistan,3,1,Low
21,M,Master's,Single,46283,635,35323,Home,Employed,14,Excellent,0.144039536,128721,1,ericburgh,Ericburgh,MI,Albania,3,1,Low
56,F,Bachelor's,Married,,737,27316,Home,Unemployed,19,Good,0.194395032,261212,0,lake carlosside,Lake Carlosside,TX,Jersey,1,1,High
40,F,Master's,Married,35797,612,48128,Business,Employed,5,Fair,0.574750708,233648,2,north angelastad,North Angelastad,WV,Palestinian Territory,2,2,Low
27,Non-binary,PhD,Married,89245,620,28658,Auto,Self-employed,14,Excellent,0.107259115,137510,,south randallland,South Randallland,AR,South Africa,0,0,Medium
